PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
166,2024-05-21,20:34:42.09,3,3,"Villa, Alfredo",1000135230,Right,MIS_PAD,1000054722,Left,IDA_CHU,Undefined,6,Bottom,1,2,0,Undefined,Changeup,BallCalled,Undefined,Undefined,Undefined,0,0,,79.66872,-1.637495,-4.80116,2123.548062,262.165098,2:45,5.46037,3.56929,5.92032,-39.89223,4.5339,22.03092,0.61072,0.93946,72.86601,-8.98937,-0.852852,0.479723,,,,,,,,,,,,-12.75914,3.22906,-3.19698,50,5.30612,8.86887,-115.3324,-4.54757,-17.08692,22.59954,-27.84973,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,d880f600-17e3-11ef-ab2f-7369b7622ec5,78.57122,,,6.80272,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:34:42.09,2024-05-21T20:34:42.0900206-06:00,2024-05-22T02:34:42.0900206Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,02ff1df5-3b3a-4ca4-8bd2-a37f777d4a7a,54.57907,-116.22621,11.29977,5.46419,-3.44611,-13.92487,-3.56111,9.54466,-8.54346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
167,2024-05-21,20:35:01.51,3,4,"Villa, Alfredo",1000135230,Right,MIS_PAD,1000054722,Left,IDA_CHU,Undefined,6,Bottom,1,3,0,Undefined,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,89.59896,-1.929428,-4.600875,2170.443151,215.589489,1:15,5.87445,3.16391,6.14035,-17.72521,16.88647,11.29481,2.60789,-0.15578,81.94592,-5.297822,-2.573869,0.423431,,,,,,,,,,,,-7.07563,9.58091,-2.81827,50,5.71763,9.97737,-129.77223,-4.89004,-12.08892,26.67669,-15.80477,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,e4040b20-17e3-11ef-ab2f-7369b7622ec5,89.01674,,,7.65303,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:35:01.51,2024-05-21T20:35:01.5140718-06:00,2024-05-22T02:35:01.5140718Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,884bc83a-b447-46bc-ae56-04e4f801a340,54.35656,-130.66472,13.33835,5.87239,-4.36128,-7.90239,-3.15884,10.38181,-6.04446,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
168,2024-05-21,20:35:22.38,3,5,"Villa, Alfredo",1000135230,Right,MIS_PAD,1000054722,Left,IDA_CHU,Undefined,6,Bottom,1,3,1,Undefined,Changeup,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,79.99021,0.641257,-5.095121,2066.571706,242.376962,2:00,5.486,3.5612,5.98826,-33.25844,10.88268,17.85056,3.31115,0.31423,72.39762,-5.580131,-1.90271,0.478182,,,,,,,,,,,,-10.64422,5.85311,-3.16796,50,5.51862,9.62833,-115.68899,0.31435,-14.30112,23.32325,-24.31003,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,f080e990-17e3-11ef-ab2f-7369b7622ec5,78.8245,,,7.59259,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:35:22.38,2024-05-21T20:35:22.3821678-06:00,2024-05-22T02:35:22.3821678Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,e5d83d56-d91f-4f7b-9ab7-436e599a9743,54.5074,-116.59416,11.66163,5.48811,1.25781,-12.15502,-3.5524,10.18335,-7.15056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
169,2024-05-21,20:35:45.24,3,6,"Villa, Alfredo",1000135230,Right,MIS_PAD,1000054722,Left,IDA_CHU,Undefined,6,Bottom,1,3,2,Undefined,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,80.25792,-0.432658,-5.225645,2178.596628,239.113654,2:00,5.44057,3.40183,6.25516,-30.09112,13.43713,19.83895,2.53235,0.22302,72.50957,-6.114235,-1.659078,0.474851,,,,,,,,,,,,-11.97284,7.55343,-3.02274,50,5.39365,9.90037,-116.1065,-1.70667,-16.13879,24.28246,-21.99239,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,fe0d6340-17e3-11ef-ab2f-7369b7622ec5,79.37746,,,7.74835,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:35:45.24,2024-05-21T20:35:45.2423534-06:00,2024-05-22T02:35:45.2423534Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,fa68cbb4-9b5e-40a1-a692-aa72705f7695,54.24209,-116.99032,12.14123,5.4412,-0.9062,-10.99619,-3.39378,10.48778,-8.0694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
170,2024-05-21,20:36:22.03,4,1,"Villa, Alfredo",1000135230,Right,MIS_PAD,1000334145,Right,IDA_CHU,Undefined,6,Bottom,2,0,0,Undefined,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,88.07021,-2.606244,-4.754682,2114.837678,209.645669,1:00,5.89541,2.85692,6.36499,-17.17694,18.61698,9.90095,2.05579,-0.70333,80.11067,-5.90352,-2.971208,0.430602,,,,,,,,,,,,-6.54237,10.82245,-2.51686,50,5.69807,10.2088,-127.43173,-6.25865,-10.70202,27.45833,-14.47071,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,14063c30-17e4-11ef-ab2f-7369b7622ec5,87.53428,,,7.95954,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:36:22.03,2024-05-21T20:36:22.0380000-06:00,2024-05-22T02:36:22.0380000Z,,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,f346a833-d8ea-4a62-a7dd-593f74cde053,54.13114,-128.3188,13.72916,5.89271,-5.79116,-7.23536,-2.85225,10.55454,-5.35101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
171,2024-05-21,20:36:35.47,4,2,"Villa, Alfredo",1000135230,Right,MIS_PAD,1000334145,Right,IDA_CHU,Undefined,6,Bottom,2,0,1,Undefined,Changeup,InPlay,Undefined,GroundBall,Out,1,0,,79.32211,0.771837,-4.400502,2196.269741,266.563057,3:00,5.57785,3.45348,6.02294,-41.90731,2.87421,21.76426,2.80259,1.18352,71.9075,-7.005941,-0.494875,0.481638,47.69905,-36.482281,-38.29566,,,,,6.2718,6.10839,-34.328587,0.070337,-12.58497,1.67413,-3.12048,50,5.61569,8.03597,-114.89238,0.26915,-16.63611,23.48084,-29.96098,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,1c14eb10-17e4-11ef-ab2f-7369b7622ec5,78.25883,2.95309,,7.41461,,,,2.0452,2.95309,-1.06209,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:36:35.47,2024-05-21T20:36:35.4710000-06:00,2024-05-22T02:36:35.4710000Z,GroundBall,v3,444,518,,"Navarro, Luis",1000135225.0,Right,MIS_PAD,886ae1ea-fa41-4e70-8a03-6431c14dc4bd,54.47578,-115.80349,11.74042,5.58269,1.43171,-14.98049,-3.44482,8.6815,-8.31805,180.0,2.04053,44.55921,,,,,,,,2.9575,-41.98494,,,,,,,,-1.05839,-35.18526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
172,2024-05-21,20:38:53.86,1,1,"Sharts, Owen",680714,Right,IDA_CHU,1000084843,Right,MIS_PAD,Undefined,7,Top,0,0,0,Undefined,Four-Seam,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,85.88501,-1.555687,-2.880069,2052.907995,192.502807,12:30,5.93143,1.68726,6.02161,-21.86993,15.66414,3.22386,2.66589,-0.71383,79.06066,-5.660259,-2.301051,0.440945,66.0439,34.706022,154.055974,3880.309088,-102.92503,36.13885,38.81264,179.23803,76.90166,164.3796,2.841676,-2.42016,8.8278,-1.46347,50,5.79754,6.14709,-124.69093,-4.04151,-3.83277,23.68642,-18.19367,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,6e7bbc80-17e4-11ef-ab2f-7369b7622ec5,85.48106,37.09936,,6.82435,,,,0.39252,2.65813,0.74768,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:38:53.86,2024-05-21T20:38:53.8630000-06:00,2024-05-22T02:38:53.8630000Z,FlyBall,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,1531741a-9fad-4068-be35-f1292203e952,54.47627,-125.53837,11.84321,5.93049,-3.39059,-9.09684,-1.68585,6.28421,-1.91638,318.607228,0.39222,-71.5898,2.4793,1.06695,-0.87355,0.64938,-0.26628,0.05471,-0.0045,2.6581,55.15114,-24.84252,2.64422,-0.42253,-0.02044,0.06222,-0.01968,0.00201,0.74805,34.81773,-7.042,-0.10109,0.86902,-0.80954,0.35738,-0.07658,0.00648,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
173,2024-05-21,20:39:11.42,1,2,"Sharts, Owen",680714,Right,IDA_CHU,1000084843,Right,MIS_PAD,Undefined,7,Top,0,0,1,Undefined,Slider,BallCalled,Undefined,Undefined,Undefined,0,0,,82.52345,-1.892318,-1.435631,2284.039101,120.014151,10:00,5.82704,1.70025,5.80872,-37.12892,4.03004,-4.76233,0.97209,-0.0319,76.05418,-8.700568,-2.29044,0.461746,,,,,,,,,,,,2.06138,2.91945,-1.57956,50,5.64945,3.18374,-119.83678,-5.17174,2.99467,23.37319,-27.93285,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,78eb17b0-17e4-11ef-ab2f-7369b7622ec5,81.63018,,,6.46927,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:39:11.42,2024-05-21T20:39:11.4280000-06:00,2024-05-22T02:39:11.4280000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,0cb25772-dd4c-48e8-ad9b-ada8049d3be3,54.69053,-120.74816,11.68659,5.82987,-4.08257,-13.96643,-1.70143,3.06697,1.49733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
174,2024-05-21,20:39:28.15,1,3,"Sharts, Owen",680714,Right,IDA_CHU,1000084843,Right,MIS_PAD,Undefined,7,Top,0,1,1,Undefined,Slider,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,81.72925,-1.179552,-2.189497,2228.534491,93.672513,9:00,5.77965,1.64837,5.80373,-40.52223,1.71413,-5.15929,1.30487,-0.81878,74.88296,-8.615709,-3.114609,0.467751,,,,,,,,,,,,1.99291,1.61752,-1.46548,50,5.65858,4.73296,-118.5883,-3.77429,2.81778,24.18612,-29.88701,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,82fd85d0-17e4-11ef-ab2f-7369b7622ec5,80.5823,,,6.84629,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:39:28.15,2024-05-21T20:39:28.1500000-06:00,2024-05-22T02:39:28.1500000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,7234391a-f9b9-4272-80cd-3fa95d4a86e8,54.69398,-119.54181,12.09306,5.78415,-2.59603,-14.94351,-1.64988,4.62187,1.40889,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
175,2024-05-21,20:39:58.81,1,4,"Sharts, Owen",680714,Right,IDA_CHU,1000084843,Right,MIS_PAD,Undefined,7,Top,0,1,2,Undefined,Curveball,StrikeSwinging,Strikeout,Undefined,Undefined,0,0,,77.07389,0.335877,-2.046369,2287.704595,30.235099,7:00,5.79247,1.54364,6.07673,-61.00873,-14.04048,-9.0491,1.01938,-1.10463,71.03424,-10.815117,-3.680516,0.493257,,,,,,,,,,,,4.02843,-6.82197,-1.38084,50,5.78695,4.32729,-112.00544,-1.26138,5.07172,21.91758,-40.76282,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,9531dcb0-17e4-11ef-ab2f-7369b7622ec5,76.41535,,,6.03965,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:39:58.81,2024-05-21T20:39:58.8130000-06:00,2024-05-22T02:39:58.8130000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,4db9f13b-f3aa-4fcc-bb8e-e502e4084f42,54.42459,-112.86794,10.95879,5.80502,0.34271,-20.38141,-1.5472,4.12771,2.53586,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
176,2024-05-21,20:40:34.76,2,1,"Sharts, Owen",680714,Right,IDA_CHU,1000067102,Left,MIS_PAD,Undefined,7,Top,1,0,0,Undefined,Slider,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,81.93782,0.455838,-0.970845,2058.270382,117.261278,10:00,5.88324,1.62501,5.80925,-38.02081,3.17355,-3.98343,3.13879,0.39018,76.05437,-6.526573,-1.68507,0.461945,,,,,,,,,,,,1.79591,1.88532,-1.54308,50,5.89792,2.17493,-119.18347,-0.30908,2.61634,20.15194,-29.42745,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,aa9a5c80-17e4-11ef-ab2f-7369b7622ec5,81.59507,,,5.88346,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:40:34.76,2024-05-21T20:40:34.7680000-06:00,2024-05-22T02:40:34.7680000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,3b0347fd-1658-4ed3-b9cb-099d023466b0,54.68922,-119.97371,10.07597,5.88741,0.8449,-14.71372,-1.62635,2.07233,1.30817,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
177,2024-05-21,20:40:53.34,2,2,"Sharts, Owen",680714,Right,IDA_CHU,1000067102,Left,MIS_PAD,Undefined,7,Top,1,0,1,Undefined,Curveball,StrikeCalled,Undefined,Undefined,Undefined,0,0,,75.22592,2.231966,-0.048814,2228.428303,31.632531,7:00,5.78425,1.66264,5.50442,-64.4707,-14.14682,-9.70516,2.50013,0.80822,69.00935,-9.4824,-1.78198,0.510574,,,,,,,,,,,,4.86422,-7.26252,-1.65174,50,5.93579,0.46047,-109.22602,2.10673,5.83695,20.4414,-40.88893,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,b5b5d630-17e4-11ef-ab2f-7369b7622ec5,73.8237,,,6.21657,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:40:53.34,2024-05-21T20:40:53.3430000-06:00,2024-05-22T02:40:53.3430000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,98f2e33b-bdc3-45d7-90f8-71529eaa1c08,54.99719,-110.15727,10.2207,5.79739,3.96949,-20.44447,-1.66666,0.19456,2.91847,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
178,2024-05-21,20:41:11.04,2,3,"Sharts, Owen",680714,Right,IDA_CHU,1000067102,Left,MIS_PAD,Undefined,7,Top,1,0,2,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,76.75017,0.781106,-2.162071,2190.63271,27.932834,7:00,5.84132,1.64812,5.93129,-61.31318,-13.80481,-8.09926,1.45713,-1.03367,70.82353,-10.401691,-3.619766,0.496085,,,,,,,,,,,,3.57288,-7.07174,-1.47065,50,5.86831,4.4919,-111.53629,-0.38692,4.47291,21.22276,-41.02716,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,c036bd90-17e4-11ef-ab2f-7369b7622ec5,75.97974,,,5.92664,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:41:11.04,2024-05-21T20:41:11.0440000-06:00,2024-05-22T02:41:11.0440000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,3770996f-89f6-4e95-9903-a5dd7993e961,54.57137,-112.40275,10.61138,5.84991,1.28809,-20.51358,-1.65031,4.30928,2.23646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
179,2024-05-21,20:41:28.50,2,4,"Sharts, Owen",680714,Right,IDA_CHU,1000067102,Left,MIS_PAD,Undefined,7,Top,1,1,2,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,87.37607,0.221847,-0.758036,1956.696613,199.826289,12:45,5.92685,1.72214,6.04805,-22.68359,13.5189,4.48063,4.24195,1.39375,80.10785,-4.046591,0.048507,0.433053,,,,,,,,,,,,-2.495,7.23748,-1.66546,50,5.93183,1.496,-126.99909,-0.2018,-4.09141,25.02058,-20.30577,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,cac5aeb0-17e4-11ef-ab2f-7369b7622ec5,87.0389,,,7.26823,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:41:28.50,2024-05-21T20:41:28.5060000-06:00,2024-05-22T02:41:28.5060000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,5d6e414c-299b-4ab1-acaa-fa372d2a2d38,54.44778,-127.87236,12.51029,5.92651,0.50691,-10.15289,-1.72016,1.6388,-2.04571,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
180,2024-05-21,20:41:47.59,2,5,"Sharts, Owen",680714,Right,IDA_CHU,1000067102,Left,MIS_PAD,Undefined,7,Top,1,2,2,Undefined,Curveball,InPlay,Undefined,GroundBall,Out,1,0,,75.7251,1.874203,-1.553835,2270.392283,28.628883,7:00,5.81221,1.66215,5.85728,-62.50448,-13.81824,-8.33075,2.34602,-0.47604,70.01565,-9.526576,-3.050465,0.502197,96.28786,-3.999299,35.223113,,,,,37.11785,30.28427,33.649155,0.249123,3.85693,-7.24422,-1.53106,50,5.92739,3.27924,-110.07893,1.64111,4.73167,19.57143,-41.06122,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,d61f90f0-17e4-11ef-ab2f-7369b7622ec5,75.05503,2.45637,,5.70945,,,,2.19727,2.45637,0.3033,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:41:47.59,2024-05-21T20:41:47.5900000-06:00,2024-05-22T02:41:47.5900000Z,GroundBall,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,668340fe-6e1f-4396-b680-92b68ced055c,54.64566,-110.90183,9.78572,5.82209,3.36756,-20.53061,-1.66476,3.08029,2.36584,180.0,2.19228,115.20951,,,,,,,,2.4568,-9.86008,,,,,,,,0.29978,81.34099,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Medium,,,
181,2024-05-21,20:42:27.44,3,1,"Sharts, Owen",680714,Right,IDA_CHU,1000058020,Right,MIS_PAD,Undefined,7,Top,2,0,0,Undefined,Slider,StrikeCalled,Undefined,Undefined,Undefined,0,0,,82.89474,-0.57206,-0.832998,2131.929291,111.939278,9:45,5.85491,1.6924,5.98059,-36.92908,3.82295,-6.13685,2.24717,0.40883,75.67211,-7.409454,-1.937648,0.459458,,,,,,,,,,,,2.88961,2.56701,-1.62333,50,5.78958,1.99166,-120.36881,-2.39543,4.20764,25.00023,-28.43616,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,eded02d0-17e4-11ef-ab2f-7369b7622ec5,82.03669,,,7.22262,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:42:27.44,2024-05-21T20:42:27.4460000-06:00,2024-05-22T02:42:27.4460000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,f7a3bbe2-073a-4306-b3b6-84c801834742,54.51532,-121.303,12.50012,5.85924,-1.33284,-14.21808,-1.69482,1.83444,2.10382,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
182,2024-05-21,20:42:43.05,3,2,"Sharts, Owen",680714,Right,IDA_CHU,1000058020,Right,MIS_PAD,Undefined,7,Top,2,0,1,Undefined,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,75.85416,1.950564,-2.016896,2287.440265,4.018373,6:15,5.8803,1.64372,6.04472,-63.71173,-15.09481,-1.17134,2.37862,-0.32188,69.52341,-9.731502,-2.228076,0.50184,87.94971,-6.310681,57.635584,,,,,,20.47101,,,-0.01031,-7.96552,-1.48601,50,5.99795,3.92067,-110.17131,1.79439,-0.01258,21.29997,-41.8717,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,f743c210-17e4-11ef-ab2f-7369b7622ec5,75.10849,2.55131,,6.33075,,,,2.25098,2.55131,0.23047,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:42:43.05,2024-05-21T20:42:43.0510000-06:00,2024-05-22T02:42:43.0510000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,515aff8a-f4bf-4fca-977d-8c20c8e155e4,54.45717,-111.02969,10.64999,5.89164,3.48181,-20.93585,-1.64402,3.92118,-0.00629,180.0,2.25055,68.67486,,,,,,,,2.5514,-14.18775,,,,,,,,0.22979,108.36296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
183,2024-05-21,20:43:07.98,3,3,"Sharts, Owen",680714,Right,IDA_CHU,1000058020,Right,MIS_PAD,Undefined,7,Top,2,0,2,Undefined,Curveball,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,75.82371,1.535496,-0.025391,2141.338904,20.298267,6:45,5.79574,1.60894,5.9832,-64.40377,-15.83536,-6.42363,1.8523,1.0501,69.78083,-10.245738,-1.184343,0.501589,,,,,,,,,,,,3.31252,-8.22493,-1.60332,50,5.8811,0.27325,-110.24742,0.95701,4.04845,20.879,-42.22629,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,05f0ee00-17e5-11ef-ab2f-7369b7622ec5,75.14602,,,6.04288,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:43:07.98,2024-05-21T20:43:07.9810000-06:00,2024-05-22T02:43:07.9810000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,57065ee5-7f2b-490d-b1c0-9ed69e809a7a,54.5195,-111.10004,10.4395,5.80681,2.68137,-21.11315,-1.61111,0.10793,2.02423,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
184,2024-05-21,20:43:28.58,3,4,"Sharts, Owen",680714,Right,IDA_CHU,1000058020,Right,MIS_PAD,Undefined,7,Top,2,0,2,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,88.94755,-1.135039,-0.493235,2160.612094,180.854484,12:00,5.84516,1.75536,6.5866,-16.33867,18.14151,0.25378,3.44336,1.32453,81.00511,-4.295817,-0.447084,0.422626,,,,,,,,,,,,-0.27469,10.16831,-1.72171,50,5.76012,1.10274,-129.26475,-2.95057,-0.46291,27.9588,-15.0386,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,1230ea80-17e5-11ef-ab2f-7369b7622ec5,89.18629,,,7.94244,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,02:43:28.58,2024-05-21T20:43:28.5860000-06:00,2024-05-22T02:43:28.5860000Z,,v3,444,518,,"Barham, Robbie",1000334145.0,Right,IDA_CHU,498f1b59-5228-4729-a43a-3dc012c98763,53.90755,-130.10717,13.9794,5.8422,-2.49744,-7.5193,-1.75514,1.11668,-0.23146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
