PitchNo,Date,Time,PAofInning,PitchofPA,Pitcher,PitcherId,PitcherThrows,PitcherTeam,BatterId,BatterSide,BatterTeam,PitcherSet,Inning,Top/Bottom,Outs,Balls,Strikes,TaggedPitchType,AutoPitchType,PitchCall,KorBB,TaggedHitType,PlayResult,OutsOnPlay,RunsScored,Notes,RelSpeed,VertRelAngle,HorzRelAngle,SpinRate,SpinAxis,Tilt,RelHeight,RelSide,Extension,VertBreak,InducedVertBreak,HorzBreak,PlateLocHeight,PlateLocSide,ZoneSpeed,VertApprAngle,HorzApprAngle,ZoneTime,ExitSpeed,Angle,Direction,HitSpinRate,PositionAt110X,PositionAt110Y,PositionAt110Z,Distance,LastTrackedDistance,Bearing,HangTime,pfxx,pfxz,x0,y0,z0,vx0,vy0,vz0,ax0,ay0,az0,HomeTeam,AwayTeam,Stadium,Level,League,GameID,PitchUID,EffectiveVelo,MaxHeight,MeasuredDuration,SpeedDrop,PitchLastMeasuredX,PitchLastMeasuredY,PitchLastMeasuredZ,ContactPositionX,ContactPositionY,ContactPositionZ,GameUID,UTCDate,UTCTime,LocalDateTime,UTCDateTime,AutoHitType,System,HomeTeamForeignID,AwayTeamForeignID,GameForeignID,Catcher,CatcherId,CatcherThrows,CatcherTeam,PlayID,PitchTrajectoryXc0,PitchTrajectoryXc1,PitchTrajectoryXc2,PitchTrajectoryYc0,PitchTrajectoryYc1,PitchTrajectoryYc2,PitchTrajectoryZc0,PitchTrajectoryZc1,PitchTrajectoryZc2,HitSpinAxis,HitTrajectoryXc0,HitTrajectoryXc1,HitTrajectoryXc2,HitTrajectoryXc3,HitTrajectoryXc4,HitTrajectoryXc5,HitTrajectoryXc6,HitTrajectoryXc7,HitTrajectoryXc8,HitTrajectoryYc0,HitTrajectoryYc1,HitTrajectoryYc2,HitTrajectoryYc3,HitTrajectoryYc4,HitTrajectoryYc5,HitTrajectoryYc6,HitTrajectoryYc7,HitTrajectoryYc8,HitTrajectoryZc0,HitTrajectoryZc1,HitTrajectoryZc2,HitTrajectoryZc3,HitTrajectoryZc4,HitTrajectoryZc5,HitTrajectoryZc6,HitTrajectoryZc7,HitTrajectoryZc8,ThrowSpeed,PopTime,ExchangeTime,TimeToBase,CatchPositionX,CatchPositionY,CatchPositionZ,ThrowPositionX,ThrowPositionY,ThrowPositionZ,BasePositionX,BasePositionY,BasePositionZ,ThrowTrajectoryXc0,ThrowTrajectoryXc1,ThrowTrajectoryXc2,ThrowTrajectoryYc0,ThrowTrajectoryYc1,ThrowTrajectoryYc2,ThrowTrajectoryZc0,ThrowTrajectoryZc1,ThrowTrajectoryZc2,PitchReleaseConfidence,PitchLocationConfidence,PitchMovementConfidence,HitLaunchConfidence,HitLandingConfidence,CatcherThrowCatchConfidence,CatcherThrowReleaseConfidence,CatcherThrowLocationConfidence
259,2024-05-21,21:21:54.33,5,2,"Jones, Jestin",1000058748,Right,MIS_PAD,681200,Right,IDA_CHU,Undefined,8,Bottom,1,0,1,Undefined,Curveball,InPlay,Undefined,FlyBall,Out,1,0,,75.12448,2.118818,-1.119031,2240.89093,8.850348,6:15,5.55569,1.75509,4.90253,-56.51531,-5.36626,-1.07063,2.85119,0.60744,69.32851,-8.05872,-1.307825,0.514743,93.75323,17.060725,-19.586928,1692.157196,102.59692,27.36974,-39.67184,319.71076,298.06169,-23.595431,2.999258,0.23764,-2.86547,-1.64469,50,5.71481,2.17138,-109.03071,2.06364,0.28736,18.34066,-35.63932,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,709dca70-17ea-11ef-ab2f-7369b7622ec5,73.22579,31.17837,,5.79597,,,,2.32058,3.0289,-0.63492,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:21:54.33,2024-05-21T21:21:54.3325038-06:00,2024-05-22T03:21:54.3325038Z,LineDrive,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,c6cefca9-f87f-44aa-9d3a-8fdde9552a38,55.5983,-109.9684,9.17033,5.56272,3.88574,-17.81966,-1.75532,2.15669,0.14368,138.953435,2.32046,123.85176,-15.67782,3.74709,-0.85927,0.21034,-0.05048,0.00826,-0.00056,3.029,40.33771,-14.9011,0.19441,0.16204,-0.07524,0.01829,-0.001,-0.00019,-0.63491,-44.06838,0.12355,0.39904,-0.1615,0.03977,-0.00721,0.00095,-7e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Medium,Medium,,,
260,2024-05-21,21:22:28.81,6,1,"Jones, Jestin",1000058748,Right,MIS_PAD,1000131951,Left,IDA_CHU,Undefined,8,Bottom,2,0,0,Undefined,Changeup,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,86.88705,0.269026,-3.375138,1650.682242,241.499478,2:00,5.55137,1.8824,5.38521,-27.49738,10.01579,16.40336,3.51253,0.08216,79.87369,-4.797836,-0.464372,0.440822,73.89706,64.694618,-90.945931,4723.66291,,,,,68.87026,,,-9.13449,5.29717,-1.59256,50,5.55611,6.72696,-126.06952,-0.38482,-14.81799,23.71869,-23.58099,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,85203000-17ea-11ef-ab2f-7369b7622ec5,85.5049,97.03792,,7.01336,,,,0.74651,3.45586,-0.07694,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:22:28.81,2024-05-21T21:22:28.8116590-06:00,2024-05-22T03:22:28.8116590Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,c298af06-08a0-418c-9553-826739fa602d,55.11382,-127.02799,11.85934,5.55241,0.56809,-11.7905,-1.8765,7.32576,-7.40899,,0.74651,-0.7648,-5.5503,1.34328,-0.29037,0.06999,-0.01728,0.00366,-0.00042,3.45586,97.98208,-29.96101,4.40949,-1.0107,0.22365,-0.04787,0.00784,-0.00069,-0.07694,-46.32088,3.75795,-0.95094,0.21197,-0.05262,0.0141,-0.0033,0.00041,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Low,Low,,,
261,2024-05-21,21:22:54.44,6,2,"Jones, Jestin",1000058748,Right,MIS_PAD,1000131951,Left,IDA_CHU,Undefined,8,Bottom,2,0,1,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,74.02953,4.128454,0.58053,2196.030747,53.434432,7:45,5.62006,1.80111,4.8417,-55.46286,-2.59914,-5.57331,4.9139,1.88633,68.03165,-5.877939,-0.399172,0.523299,,,,,,,,,,,,2.86882,-1.79728,-1.85353,50,5.98133,-0.86179,-107.23135,5.8005,3.36747,17.13107,-34.28372,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,945ca3a0-17ea-11ef-ab2f-7369b7622ec5,72.02843,,,5.99788,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:22:54.44,2024-05-21T21:22:54.4419182-06:00,2024-05-22T03:22:54.4419182Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,11e6c853-87ee-4fb3-a209-9ab6b2e4af2b,55.65676,-108.13128,8.56554,5.62931,7.60151,-17.14186,-1.80361,-1.0387,1.68374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
262,2024-05-21,21:23:12.25,6,3,"Jones, Jestin",1000058748,Right,MIS_PAD,1000131951,Left,IDA_CHU,Undefined,8,Bottom,2,1,1,Undefined,Four-Seam,InPlay,Undefined,GroundBall,Error,0,0,,88.47008,-1.335649,-2.419761,2031.96468,203.474453,12:45,5.82089,1.34332,5.16878,-23.7608,12.41599,4.96492,2.58252,-0.52147,82.12,-5.68765,-1.541317,0.432899,82.8973,-36.631196,55.487343,,,,,4.56873,4.56873,47.362209,0.035136,-3.05721,6.81819,-1.12183,50,5.6783,5.20955,-128.4857,-3.87466,-5.19308,22.59851,-20.59246,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,9f06e4f0-17ea-11ef-ab2f-7369b7622ec5,87.06985,2.55561,,6.35008,,,,1.14719,2.55561,0.52871,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:23:12.25,2024-05-21T21:23:12.2555246-06:00,2024-05-22T03:23:12.2555246Z,GroundBall,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,f8b5be7f-1a41-4b7e-912a-753c14856f32,55.33037,-129.41983,11.29926,5.82087,-3.02345,-10.29623,-1.34161,5.42421,-2.59654,,1.14636,55.42783,,,,,,,,2.5567,-72.73567,,,,,,,,0.52751,80.60984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
263,2024-05-21,21:23:55.62,7,1,"Jones, Jestin",1000058748,Right,MIS_PAD,1000333900,Right,IDA_CHU,Undefined,8,Bottom,2,0,0,Undefined,Curveball,BallCalled,Undefined,Undefined,Undefined,0,0,,75.11713,2.627639,-0.251636,2118.826779,86.67991,9:00,5.51458,1.73812,4.79506,-49.77755,0.90173,-6.49217,3.85818,0.95865,70.03217,-6.322763,-1.393019,0.512373,,,,,,,,,,,,3.13697,0.27606,-1.70711,50,5.73298,0.73892,-109.11703,3.25034,3.85968,15.50828,-31.83438,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,b8d3d050-17ea-11ef-ab2f-7369b7622ec5,73.56439,,,5.08496,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:23:55.62,2024-05-21T21:23:55.6243822-06:00,2024-05-22T03:23:55.6243822Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,90fccea4-5b20-4a1d-9377-158e691c362c,55.7048,-109.92484,7.75414,5.52048,4.90855,-15.91719,-1.74036,0.53787,1.92984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
264,2024-05-21,21:24:13.11,7,2,"Jones, Jestin",1000058748,Right,MIS_PAD,1000333900,Right,IDA_CHU,Undefined,8,Bottom,2,1,0,Undefined,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,88.37145,-0.265241,-2.386026,2151.389813,200.047627,12:45,5.74749,1.41095,5.32661,-20.72812,15.57611,5.29386,3.77105,-0.38805,81.24126,-4.121003,-1.447088,0.433661,,,,,,,,,,,,-3.25303,8.20272,-1.19908,50,5.70879,5.10678,-128.26662,-1.30432,-5.46481,24.45109,-18.39415,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,c361d710-17ea-11ef-ab2f-7369b7622ec5,86.91687,,,7.13019,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:24:13.11,2024-05-21T21:24:13.1145070-06:00,2024-05-22T03:24:13.1145070Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,1cbf3752-f114-4b4c-8134-3fd65153ced6,55.16993,-129.24839,12.22554,5.74633,-0.56575,-9.19708,-1.40854,5.3262,-2.73241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
265,2024-05-21,21:24:32.57,7,3,"Jones, Jestin",1000058748,Right,MIS_PAD,1000333900,Right,IDA_CHU,Undefined,8,Bottom,2,1,1,Undefined,Four-Seam,StrikeSwinging,Undefined,Undefined,Undefined,0,0,,89.46251,-0.684504,-2.418951,2268.695661,204.675282,12:45,5.83929,1.30984,5.29876,-22.548,12.6582,5.37591,3.31707,-0.51446,82.9133,-4.836035,-1.465745,0.427052,,,,,,,,,,,,-3.26146,6.80902,-1.09396,50,5.76069,5.24881,-129.95626,-2.37265,-5.66644,23.16838,-20.34409,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,cecf4150-17ea-11ef-ab2f-7369b7622ec5,88.2619,,,6.54921,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:24:32.57,2024-05-21T21:24:32.5779822-06:00,2024-05-22T03:24:32.5779822Z,,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,4809d9ec-13d5-4ff3-ae87-f1d166eeb655,55.19952,-130.87995,11.58419,5.83911,-1.56157,-10.17204,-1.30772,5.47472,-2.83322,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
266,2024-05-21,21:24:52.24,7,4,"Jones, Jestin",1000058748,Right,MIS_PAD,1000333900,Right,IDA_CHU,Undefined,8,Bottom,2,1,2,Undefined,Four-Seam,InPlay,Undefined,GroundBall,Out,1,0,,90.56952,-1.75076,-2.1858,2201.850167,203.423124,12:45,5.83777,1.30578,5.10218,-19.71332,14.93269,6.05315,2.54364,-0.25034,83.91352,-5.380986,-1.115959,0.423641,82.35772,-36.607966,28.416561,,,,,3.60444,3.60444,30.51679,0.033658,-3.53685,8.1513,-1.10454,50,5.65734,4.73947,-131.49549,-4.74891,-6.28686,23.90796,-17.6848,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,daa33590-17ea-11ef-ab2f-7369b7622ec5,88.97258,2.43066,,6.65599,,,,0.22745,2.43066,0.27326,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:24:52.24,2024-05-21T21:24:52.2489710-06:00,2024-05-22T03:24:52.2489710Z,GroundBall,v3,444,518,,"Smith, Taylor",694864.0,Right,MIS_PAD,fdfb6670-eeff-4540-b3e5-c4ee71ff1fbe,55.39634,-132.47299,11.95398,5.83673,-4.02584,-8.8424,-1.30357,4.99651,-3.14343,,0.22627,85.49782,,,,,,,,2.43165,-72.21596,,,,,,,,0.27262,46.26044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,Estimated,Estimated,,,
267,2024-05-21,21:27:40.37,1,1,"Bono, Michael",657523,Right,IDA_CHU,1000084843,Right,MIS_PAD,Undefined,9,Top,0,0,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.3322,-1.430384,0.488964,2222.806435,202.787528,12:45,5.99439,1.16333,6.18832,-15.9408,16.92379,6.70441,3.34502,2.17349,84.06775,-4.463514,1.699035,0.412606,,,,,,,,,,,,-3.31496,9.4106,-1.20323,50,5.87817,-1.41758,-132.78483,-3.76281,-5.96322,26.42407,-15.24554,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,3ecbed00-17eb-11ef-ab2f-7369b7622ec5,91.35213,,,7.26445,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:27:40.37,2024-05-21T21:27:40.3718510-06:00,2024-05-22T03:27:40.3718510Z,,v3,444,518,,"Brown, Robbie",1000248757.0,Right,IDA_CHU,f85b95ae-930b-41f8-b915-482835eab11f,54.30763,-133.63929,13.21204,5.99187,-3.26982,-7.62277,-1.16052,-1.22475,-2.98161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
268,2024-05-21,21:27:56.09,1,2,"Bono, Michael",657523,Right,IDA_CHU,1000084843,Right,MIS_PAD,Undefined,9,Top,0,1,0,Undefined,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,91.11629,-1.897767,-1.064005,2166.233201,213.401511,1:00,6.08963,1.08305,6.07686,-20.74371,12.32658,7.508,2.60417,0.72415,84.25415,-5.775579,0.288952,0.413895,,,,,,,,,,,,-4.13044,7.12937,-1.00467,50,5.93171,2.14664,-132.47256,-5.05593,-7.41942,25.42591,-19.36768,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,48225e20-17eb-11ef-ab2f-7369b7622ec5,91.0676,,,6.86214,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:27:56.09,2024-05-21T21:27:56.0933742-06:00,2024-05-22T03:27:56.0933742Z,,v3,444,518,,"Brown, Robbie",1000248757.0,Right,IDA_CHU,62dff0b6-b79c-4ee6-a1b4-293307f9a0d3,54.42099,-133.31839,12.71295,6.08919,-4.41163,-9.68384,-1.08019,2.39346,-3.70971,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
269,2024-05-21,21:28:12.74,1,3,"Bono, Michael",657523,Right,IDA_CHU,1000084843,Right,MIS_PAD,Undefined,9,Top,0,1,1,Undefined,Four-Seam,InPlay,Undefined,GroundBall,Single,0,0,,91.1868,-3.173169,-2.383133,2183.236523,205.270334,12:45,6.03805,1.05407,6.13934,-17.65237,15.45713,6.83445,1.62904,-0.58001,84.16804,-6.495372,-1.151535,0.41414,,,,,,,,,,,,-4.17339,9.12969,-0.87598,50,5.78659,5.23396,-132.36518,-7.87813,-7.46477,26.08865,-15.84423,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,520a12c0-17eb-11ef-ab2f-7369b7622ec5,91.01366,,,7.01876,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:28:12.74,2024-05-21T21:28:12.7457646-06:00,2024-05-22T03:28:12.7457646Z,,v3,444,518,,"Brown, Robbie",1000248757.0,Right,IDA_CHU,9528ed05-d506-42f8-8f59-952cd2cdd5d1,54.35985,-133.22172,13.04432,6.03671,-7.35794,-7.92211,-1.05184,5.47904,-3.73239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
270,2024-05-21,21:28:53.22,2,1,"Bono, Michael",657523,Right,IDA_CHU,1000067102,Left,MIS_PAD,Undefined,9,Top,0,0,0,Undefined,Sinker,FoulBallNotFieldable,Undefined,Undefined,Undefined,0,0,,91.04893,-0.885371,-1.960253,2184.934485,234.607249,1:45,5.99736,1.05227,6.09242,-23.83182,9.26268,11.71942,3.1919,0.21503,84.12229,-5.326631,0.151214,0.414047,76.16825,59.249004,-120.485089,5022.712351,,,,,29.01381,,,-6.56485,5.29425,-0.90745,50,5.9164,4.05202,-132.4096,-2.83615,-11.77506,25.54384,-22.67799,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,6a31b290-17eb-11ef-ab2f-7369b7622ec5,91.03426,44.33315,,6.92664,,,,0.51156,3.35461,-0.26512,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:28:53.22,2024-05-21T21:28:53.2244846-06:00,2024-05-22T03:28:53.2244846Z,,v3,444,518,,"Brown, Robbie",1000248757.0,Right,IDA_CHU,e719e0ee-304b-402f-bc6f-4eee75548d24,54.40689,-133.25705,12.77192,5.99802,-2.08378,-11.339,-1.04836,4.44267,-5.88753,24.064526,0.51156,-28.97772,-7.44857,4.42016,-1.49604,0.44125,-0.12276,0.032,-0.00568,3.35461,96.00609,-36.5812,5.94782,-1.26589,0.23937,-0.04581,0.00901,-0.00159,-0.26512,-49.2237,7.51934,-1.05881,0.07716,0.02693,-0.0146,0.00458,-0.0006,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,Low,,,
271,2024-05-21,21:29:12.69,2,2,"Bono, Michael",657523,Right,IDA_CHU,1000067102,Left,MIS_PAD,Undefined,9,Top,0,0,1,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.88517,-0.930043,-1.076248,2318.322991,207.3728,1:00,6.07431,1.03827,6.27318,-17.19422,15.27611,7.3978,3.78392,0.66255,84.23899,-4.203267,0.261129,0.410124,,,,,,,,,,,,-4.09894,8.47304,-0.96201,50,5.99696,2.19713,-133.57268,-2.66254,-7.43306,27.76445,-16.80899,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,75ea0880-17eb-11ef-ab2f-7369b7622ec5,91.90509,,,7.64618,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:29:12.69,2024-05-21T21:29:12.6954350-06:00,2024-05-22T03:29:12.6954350Z,,v3,444,518,,"Brown, Robbie",1000248757.0,Right,IDA_CHU,7ae13751-5e06-4d4f-9445-c30c00e9cce5,54.22274,-134.44755,13.88223,6.07251,-2.13287,-8.4045,-1.03493,2.43135,-3.71653,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
272,2024-05-21,21:29:30.83,2,3,"Bono, Michael",657523,Right,IDA_CHU,1000067102,Left,MIS_PAD,Undefined,9,Top,0,1,1,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,91.62226,-0.165305,-1.017853,2198.678702,182.068373,12:00,6.09546,1.14475,5.96701,-17.5691,15.57343,0.52504,4.47808,0.24471,83.67166,-3.500365,-0.92351,0.414347,,,,,,,,,,,,-0.54799,8.33768,-1.0644,50,6.07246,2.34152,-133.0933,-0.91685,-0.98368,28.36961,-17.20782,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,80b7d760-17eb-11ef-ab2f-7369b7622ec5,90.96824,,,7.9506,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:29:30.83,2024-05-21T21:29:30.8395374-06:00,2024-05-22T03:29:30.8395374Z,,v3,444,518,,"Brown, Robbie",1000248757.0,Right,IDA_CHU,e567c1e5-d4c6-4527-9856-dd63c92c7551,54.52794,-134.05498,14.18481,6.09365,-0.33353,-8.60391,-1.14434,2.37487,-0.49184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
273,2024-05-21,21:29:51.08,2,4,"Bono, Michael",657523,Right,IDA_CHU,1000067102,Left,MIS_PAD,Undefined,9,Top,0,2,1,Undefined,Four-Seam,StrikeCalled,Undefined,Undefined,Undefined,0,0,,90.93,-1.590662,-1.992962,2227.877322,184.636759,12:15,5.99913,1.03805,5.90255,-21.81497,11.95457,0.8837,2.70338,-0.73906,83.29033,-5.669251,-1.834389,0.418248,,,,,,,,,,,,-1.00535,6.89008,-0.8784,50,5.85877,4.55603,-132.00885,-4.38841,-1.77492,27.97269,-20.0099,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,8ccea100-17eb-11ef-ab2f-7369b7622ec5,90.1198,,,7.63967,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:29:51.08,2024-05-21T21:29:51.0832494-06:00,2024-05-22T03:29:51.0832494Z,,v3,444,518,,"Brown, Robbie",1000248757.0,Right,IDA_CHU,50e76c79-48f3-46d7-85a6-73751988ced7,54.59461,-132.97888,13.98634,5.99892,-3.69451,-10.00495,-1.03746,4.61759,-0.88746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
274,2024-05-21,21:30:14.46,2,5,"Bono, Michael",657523,Right,IDA_CHU,1000067102,Left,MIS_PAD,Undefined,9,Top,0,2,2,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.55672,-2.605262,-2.927781,2156.355567,207.493773,1:00,5.95813,1.17645,6.35687,-20.3482,13.03749,6.25973,1.85992,-0.99881,83.37495,-6.435059,-1.795808,0.415864,,,,,,,,,,,,-4.05941,7.80701,-0.96718,50,5.75946,6.47916,-131.45884,-6.59553,-7.13865,26.58338,-18.4451,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,9ab855e0-17eb-11ef-ab2f-7369b7622ec5,90.6364,,,7.18177,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:30:14.46,2024-05-21T21:30:14.4618350-06:00,2024-05-22T03:30:14.4618350Z,,v3,444,518,,"Brown, Robbie",1000248757.0,Right,IDA_CHU,128bf523-adf0-455a-8773-c16c625eab14,54.14181,-132.29374,13.29169,5.95751,-6.01623,-9.22255,-1.17419,6.70336,-3.56932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
275,2024-05-21,21:30:34.91,2,6,"Bono, Michael",657523,Right,IDA_CHU,1000067102,Left,MIS_PAD,Undefined,9,Top,0,3,2,Undefined,Four-Seam,InPlay,Undefined,FlyBall,Out,1,0,,91.42582,-1.673811,-1.745882,2165.998424,186.24744,12:15,6.03654,1.2374,5.97096,-18.50635,14.72832,1.50051,2.94143,-0.25662,83.86216,-5.160923,-1.47628,0.414922,88.37289,33.348143,12.112023,3853.81887,107.90084,64.40138,21.3846,366.75708,361.37878,8.317147,5.059717,-1.24784,8.34437,-1.10005,50,5.89369,3.98478,-132.7937,-4.46364,-2.23404,27.73776,-17.2349,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,a6cd4ac0-17eb-11ef-ab2f-7369b7622ec5,90.84212,85.39694,,7.56366,,,,1.53422,2.96866,0.24487,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:30:34.91,2024-05-21T21:30:34.9172078-06:00,2024-05-22T03:30:34.9172078Z,FlyBall,v3,444,518,,"Brown, Robbie",1000248757.0,Right,IDA_CHU,a2d86f40-8033-498a-9476-2708cef2e7e4,54.52697,-133.73594,13.86888,6.03537,-3.87817,-8.61745,-1.2367,4.06067,-1.11702,173.216212,1.53795,105.77975,-16.30958,3.40743,-0.23819,-0.12514,0.04482,-0.00591,0.00029,2.9644,71.33594,-17.17955,1.28303,-0.45715,0.1399,-0.02167,0.00137,-2e-05,0.24593,22.69488,-4.71692,0.65347,0.03618,-0.0556,0.01511,-0.00183,9e-05,,,,,,,,,,,,,,,,,,,,,,,High,High,High,High,High,,,
276,2024-05-21,21:31:49.50,3,1,"Bono, Michael",657523,Right,IDA_CHU,1000058020,Left,MIS_PAD,Undefined,9,Top,1,0,0,Undefined,Four-Seam,BallCalled,Undefined,Undefined,Undefined,0,0,,90.79244,-0.71441,-0.724555,2246.775549,188.530173,12:15,6.01856,1.24575,6.05094,-18.38552,15.4293,2.14705,3.82503,0.75393,82.56197,-4.211889,-0.338012,0.418529,,,,,,,,,,,,-1.30768,8.4715,-1.1905,50,5.95306,1.57435,-131.83771,-2.19043,-2.29048,29.2862,-17.33564,IDA_CHU,MIS_PAD,MelaleucaField,Pioneer League,PIO,20240521-MelaleucaField-1,d34c96a0-17eb-11ef-ab2f-7369b7622ec5,90.05942,,,8.23047,,,,,,,6933e1d9-9ce5-4c01-8d2b-ec83379e44c8,2024-05-22,03:31:49.50,2024-05-21T21:31:49.5034222-06:00,2024-05-22T03:31:49.5034222Z,,v3,444,518,,"Brown, Robbie",1000248757.0,Right,IDA_CHU,eed2b083-6b56-413e-9d3d-373a7a15e6bd,54.44346,-132.8211,14.6431,6.01684,-1.60832,-8.66782,-1.24466,1.65126,-1.14524,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,High,High,High,,,,,
